station,datetime,snow.water.eq.inches
19L04,1983-03-26,65.5
19L04,1983-04-26,70
19L04,1984-01-03,32.1
19L04,1984-01-27,32.3
19L04,1984-02-24,38.3
19L04,1984-03-26,35.5
19L04,1984-04-26,31.7
19L04,1985-01-06,18
19L04,1985-01-25,18.1
19L04,1985-02-22,23.9
19L04,1985-03-29,32.3
19L04,1985-04-29,14.6
19L04,1986-01-02,15.6
19L04,1986-01-27,20.8
19L04,1986-02-26,52
19L04,1986-03-26,59.7
19L04,1986-04-30,46.7
19L04,1987-01-02,2.3
19L04,1987-01-26,6.5
19L04,1987-02-26,17.5
19L04,1987-03-25,21.5
19L04,1987-04-29,0
19L04,1988-01-07,11.5
19L04,1988-01-27,17.6
19L04,1988-03-02,18.4
19L04,1988-03-30,10.4
19L04,1988-04-27,0
19L04,1989-01-30,20.6
19L04,1989-02-27,23.9
19L04,1989-03-29,36.6
19L04,1989-04-27,26
19L04,1990-01-25,12
19L04,1990-02-28,20.8
19L04,1990-03-29,20.1
19L04,1990-04-30,3.3
19L04,1991-01-03,4.3
19L04,1991-01-25,4.3
19L04,1991-03-06,13.1
19L04,1991-03-28,26.3
19L04,1991-04-29,24.6
19L04,1992-01-30,10.4
19L04,1992-02-24,19.1
19L04,1992-03-25,20.6
19L04,1992-04-29,1.9
19L04,1993-03-01,56
19L04,1993-03-30,54.6
19L04,1993-04-29,51
19L04,1994-01-25,8.5
19L04,1994-02-24,17.8
19L04,1994-03-31,15.8
19L04,1994-04-27,4.9
19L04,1995-02-03,40.8
19L04,1995-03-01,41
19L04,1995-03-29,65.1
19L04,1995-04-26,65.5
19L04,1995-12-28,16.9
19L04,1996-01-03,9.1
19L04,1996-02-01,24.4
19L04,1996-03-06,40
19L04,1996-04-01,42
19L04,1996-04-30,34.3
19L04,1997-01-30,51.8
19L04,1997-02-27,48
19L04,1997-04-01,33.9
19L04,1997-05-01,14.8
19L04,1998-04-02,55.1
19L04,1999-04-01,43.4
19L04,2000-02-28,29.6
19L04,2000-03-30,30.5
19L04,2000-05-01,14.1
19L04,2001-02-01,10.9
19L04,2001-03-01,20.9
19L04,2001-03-30,13.5
19L04,2001-04-30,12.6
19L04,2002-01-31,23.5
19L04,2002-02-28,26.8
19L04,2002-03-29,30.8
19L04,2002-04-30,16.8
19L04,2003-01-31,23
19L04,2003-02-28,22.4
19L04,2003-03-31,25.3
19L04,2003-04-29,30.4
19L04,2004-03-02,34.9
19L04,2004-03-31,26.5
19L04,2005-01-27,32
19L04,2005-02-24,51
19L04,2005-03-31,46
19L04,2005-04-29,38.8
19L04,2006-03-01,32.1
19L04,2006-03-30,42.5
19L04,2007-02-02,7.6
19L04,2007-03-02,19.3
19L04,2007-03-29,12
19L04,2007-04-30,3.6
19L04,2008-01-30,21.4
19L04,2008-02-28,30.4
19L04,2008-03-28,28
19L04,2008-04-29,8
19L04,2009-01-30,15.1
19L04,2009-02-27,26
19L04,2009-03-31,32
19L04,2009-04-30,21.6
19L04,2010-01-28,21.8
19L04,2010-03-01,28
19L04,2010-03-26,31
19L04,2010-04-29,34.4
19L04,2011-01-28,28
19L04,2011-02-28,37.4
19L04,2011-03-29,52.5
19L04,2011-04-28,50.9
19L04,2012-01-31,5.5
19L04,2012-03-02,10.5
19L04,2012-03-29,17
19L04,2012-04-26,10.6
19L04,2013-01-04,22.5
19L04,2013-01-30,25
19L04,2013-02-26,25
19L04,2013-03-28,21.5
19L04,2013-04-26,4.8
19L04,2014-01-31,4.5
19L04,2014-03-04,19
19L04,2014-03-25,17.5
19L04,2014-04-28,9
19L05S,1981-01-01,4.3
19L05S,1981-02-01,13.3
19L05S,1981-03-01,16.6
19L05S,1981-04-01,21.7
19L05S,1981-05-01,19.4
19L05S,1981-06-01,2.7
19L05S,1982-01-01,16.1
19L05S,1982-02-01,27
19L05S,1982-03-01,34
19L05S,1982-04-01,46.7
19L05S,1982-05-01,51
19L05S,1982-06-01,32
19L05S,1983-01-01,23.3
19L05S,1983-02-01,33.9
19L05S,1983-03-01,49.8
19L05S,1983-04-01,63.6
19L05S,1983-05-01,61.9
19L05S,1983-06-01,53.6
19L05S,1984-01-01,23.3
19L05S,1984-02-01,22.6
19L05S,1984-03-01,25.9
19L05S,1984-04-01,28.6
19L05S,1984-05-01,31.3
19L05S,1984-06-01,10.6
19L05S,1985-01-01,18.3
19L05S,1985-02-01,19.6
19L05S,1985-03-01,24.1
19L05S,1985-04-01,32
19L05S,1985-05-01,28.4
19L05S,1985-06-01,10.3
19L05S,1986-01-01,10.3
19L05S,1986-02-01,13.9
19L05S,1986-03-01,36.5
19L05S,1986-04-01,42.4
19L05S,1986-05-01,39.2
19L05S,1986-06-01,20.1
19L05S,1987-01-01,1
19L05S,1987-02-01,6
19L05S,1987-03-01,11.6
19L05S,1987-04-01,15.1
19L05S,1987-05-01,10.8
19L05S,1987-06-01,0
19L05S,1988-01-01,10
19L05S,1988-02-01,17.3
19L05S,1988-03-01,13.8
19L05S,1988-04-01,8.4
19L05S,1988-05-01,0
19L05S,1988-06-01,0
19L05S,1989-01-01,14.2
19L05S,1989-02-01,17.3
19L05S,1989-03-01,22.3
19L05S,1989-04-01,31.5
19L05S,1989-05-01,28
19L05S,1989-06-01,10
19L05S,1990-01-01,5.8
19L05S,1990-02-01,9.7
19L05S,1990-03-01,15.6
19L05S,1990-04-01,17.1
19L05S,1990-05-01,13.8
19L05S,1990-06-01,2
19L05S,1991-01-01,3.4
19L05S,1991-02-01,3.6
19L05S,1991-03-01,5.2
19L05S,1991-04-01,20.9
19L05S,1991-05-01,21.8
19L05S,1991-06-01,15.3
19L05S,1992-01-01,8.6
19L05S,1992-02-01,10.4
19L05S,1992-03-01,17.7
19L05S,1992-04-01,20.8
19L05S,1992-05-01,13.2
19L05S,1992-06-01,0
19L05S,1993-01-01,15
19L05S,1993-02-01,29.1
19L05S,1993-03-01,39.1
19L05S,1993-04-01,43.4
19L05S,1993-05-01,44.6
19L05S,1993-06-01,29.8
19L05S,1994-01-01,4.4
19L05S,1994-02-01,7.3
19L05S,1994-03-01,15.7
19L05S,1994-04-01,17
19L05S,1994-05-01,16.6
19L05S,1994-06-01,1.7
19L05S,1995-01-01,14.2
19L05S,1995-02-01,34.4
19L05S,1995-03-01,36.7
19L05S,1995-04-01,56.6
19L05S,1995-05-01,61.4
19L05S,1995-06-01,60.4
19L05S,1996-01-01,4.7
19L05S,1996-02-01,17
19L05S,1996-03-01,26.3
19L05S,1996-04-01,33.7
19L05S,1996-05-01,34.2
19L05S,1996-06-01,20.9
19L05S,1997-01-01,22.1
19L05S,1997-02-01,36.7
19L05S,1997-03-01,36.9
19L05S,1997-04-01,33.8
19L05S,1997-05-01,26.8
19L05S,1997-06-01,1.5
19L05S,1998-01-01,7.4
19L05S,1998-02-01,16.9
19L05S,1998-03-01,34.6
19L05S,1998-04-01,39.8
19L05S,1998-05-01,41.1
19L05S,1998-06-01,41.2
19L05S,1999-01-01,9.5
19L05S,1999-02-01,18.4
19L05S,1999-03-01,31.3
19L05S,1999-04-01,35.9
19L05S,1999-05-01,38.4
19L05S,1999-06-01,25.5
19L05S,2000-01-01,2.1
19L05S,2000-02-01,13.3
19L05S,2000-03-01,24.1
19L05S,2000-04-01,26.1
19L05S,2000-05-01,23
19L05S,2000-06-01,5.2
19L05S,2001-01-01,5.2
19L05S,2001-02-01,9.9
19L05S,2001-03-01,16.6
19L05S,2001-04-01,17.9
19L05S,2001-05-01,19.9
19L05S,2001-06-01,0
19L05S,2002-01-01,17.3
19L05S,2002-02-01,20.1
19L05S,2002-03-01,23.4
19L05S,2002-04-01,28.9
19L05S,2002-05-01,23.8
19L05S,2002-06-01,5.9
19L05S,2003-01-01,15.9
19L05S,2003-02-01,17.1
19L05S,2003-03-01,21.4
19L05S,2003-04-01,21.7
19L05S,2003-05-01,30.1
19L05S,2003-06-01,19.2
19L05S,2004-01-01,14.1
19L05S,2004-02-01,19.4
19L05S,2004-03-01,28.2
19L05S,2004-04-01,26.8
19L05S,2004-05-01,21.5
19L05S,2004-06-01,0
19L05S,2005-01-01,17.3
19L05S,2005-02-01,29.3
19L05S,2005-03-01,36.2
19L05S,2005-04-01,46.1
19L05S,2005-05-01,45.7
19L05S,2005-06-01,33.4
19L05S,2006-01-01,13.9
19L05S,2006-02-01,20.6
19L05S,2006-03-01,27
19L05S,2006-04-01,36.6
19L05S,2006-05-01,42.6
19L05S,2006-06-01,25
19L05S,2007-01-01,5.1
19L05S,2007-02-01,6.7
19L05S,2007-03-01,15.2
19L05S,2007-04-01,13.8
19L05S,2007-05-01,9.5
19L05S,2007-06-01,0
19L05S,2008-01-01,5.7
19L05S,2008-02-01,18.5
19L05S,2008-03-01,25.4
19L05S,2008-04-01,26.2
19L05S,2008-05-01,22.6
19L05S,2008-06-01,8.5
19L05S,2009-01-01,7.8
19L05S,2009-02-01,11.8
19L05S,2009-03-01,17.4
19L05S,2009-04-01,25.4
19L05S,2009-05-01,22.3
19L05S,2009-06-01,0
19L05S,2010-01-01,8
19L05S,2010-02-01,17.2
19L05S,2010-03-01,22.7
19L05S,2010-04-01,27
19L05S,2010-05-01,31.1
19L05S,2010-06-01,28
19L05S,2011-01-01,20.3
19L05S,2011-02-01,21.5
19L05S,2011-03-01,30.2
19L05S,2011-04-01,45.6
19L05S,2011-05-01,45.6
19L05S,2011-06-01,39.6
19L05S,2012-01-01,1.5
19L05S,2012-02-01,5.1
19L05S,2012-03-01,7.1
19L05S,2012-04-01,14
19L05S,2012-05-01,9.3
19L05S,2012-06-01,0
19L05S,2013-01-01,16.3
19L05S,2013-02-01,17.3
19L05S,2013-03-01,19
19L05S,2013-04-01,18.7
19L05S,2013-05-01,8.8
19L05S,2013-06-01,0
19L05S,2014-01-01,2.9
19L05S,2014-02-01,4.7
19L05S,2014-03-01,13
19L05S,2014-04-01,17.2
19L05S,2014-05-01,12.3
19L05S,2014-06-01,0
19L06S,1981-01-01,2.8
19L06S,1981-02-01,8.4
19L06S,1981-03-01,10.1
19L06S,1981-04-01,15.3
19L06S,1981-05-01,0
19L06S,1981-06-01,0
19L06S,1982-02-01,17
19L06S,1982-03-01,18.2
19L06S,1982-04-01,28.5
19L06S,1982-05-01,16
19L06S,1982-06-01,0
19L06S,1983-01-01,13.5
19L06S,1983-02-01,20.1
19L06S,1983-05-01,17
19L06S,1983-06-01,17.8
19L06S,1984-01-01,11
19L06S,1984-02-01,8.8
19L06S,1984-03-01,12.9
19L06S,1984-04-01,13.1
19L06S,1984-05-01,0.6
19L06S,1984-06-01,0
19L06S,1985-01-01,8.4
19L06S,1985-02-01,9.2
19L06S,1985-03-01,12
19L06S,1985-04-01,17.2
19L06S,1985-05-01,0
19L06S,1985-06-01,0
19L06S,1986-01-01,7
19L06S,1986-02-01,8.5
19L06S,1986-03-01,27.5
19L06S,1986-04-01,21.7
19L06S,1986-05-01,0.4
19L06S,1986-06-01,0
19L06S,1987-01-01,0.5
19L06S,1987-02-01,3.9
19L06S,1987-03-01,8.4
19L06S,1987-04-01,10.9
19L06S,1987-05-01,0
19L06S,1987-06-01,0
19L06S,1988-01-01,5.2
19L06S,1988-02-01,11.2
19L06S,1988-03-01,11
19L06S,1988-04-01,4.9
19L06S,1988-05-01,0
19L06S,1988-06-01,0
19L06S,1989-01-01,9.9
19L06S,1989-02-01,11.9
19L06S,1989-03-01,14.7
19L06S,1989-04-01,14
19L06S,1989-05-01,0
19L06S,1989-06-01,0
19L06S,1990-01-01,3.1
19L06S,1990-02-01,6.7
19L06S,1990-03-01,11.2
19L06S,1990-04-01,11.8
19L06S,1990-05-01,0
19L06S,1990-06-01,0
19L06S,1991-01-01,1.9
19L06S,1991-02-01,2.1
19L06S,1991-03-01,3
19L06S,1991-04-01,15
19L06S,1991-05-01,8.2
19L06S,1991-06-01,0
19L06S,1992-01-01,4
19L06S,1992-02-01,5
19L06S,1992-03-01,7.6
19L06S,1992-04-01,6.9
19L06S,1992-05-01,0
19L06S,1992-06-01,0
19L06S,1993-01-01,10.5
19L06S,1993-02-01,19.9
19L06S,1993-03-01,28.4
19L06S,1993-04-01,30
19L06S,1993-05-01,15.1
19L06S,1993-06-01,0
19L06S,1994-01-01,4.5
19L06S,1994-02-01,5.4
19L06S,1994-03-01,12.6
19L06S,1994-04-01,12.2
19L06S,1994-05-01,2.5
19L06S,1994-06-01,0
19L06S,1995-01-01,6.9
19L06S,1995-02-01,17.5
19L06S,1995-03-01,18.6
19L06S,1995-04-01,30.2
19L06S,1995-05-01,26.5
19L06S,1995-06-01,4.7
19L06S,1996-01-01,2
19L06S,1996-02-01,9.3
19L06S,1996-03-01,14.4
19L06S,1996-04-01,18.9
19L06S,1996-05-01,9
19L06S,1996-06-01,0
19L06S,1997-01-01,14.9
19L06S,1997-02-01,16.9
19L06S,1997-03-01,13.7
19L06S,1997-04-01,9.4
19L06S,1997-05-01,0
19L06S,1997-06-01,0
19L06S,1998-01-01,2.8
19L06S,1998-02-01,6.6
19L06S,1998-03-01,16.3
19L06S,1998-04-01,21.2
19L06S,1998-05-01,14
19L06S,1998-06-01,0
19L06S,1999-01-01,2.3
19L06S,1999-02-01,8.7
19L06S,1999-03-01,16.2
19L06S,1999-04-01,18.4
19L06S,1999-05-01,15.9
19L06S,1999-06-01,0
19L06S,2000-01-01,3.2
19L06S,2000-02-01,9.5
19L06S,2000-03-01,16.7
19L06S,2000-04-01,14
19L06S,2000-05-01,0
19L06S,2000-06-01,0
19L06S,2001-01-01,2.2
19L06S,2001-02-01,6.5
19L06S,2001-03-01,13.5
19L06S,2001-04-01,16
19L06S,2001-05-01,10.8
19L06S,2001-06-01,0
19L06S,2002-01-01,10.5
19L06S,2002-02-01,13.1
19L06S,2002-03-01,15.4
19L06S,2002-04-01,17.8
19L06S,2002-05-01,7.5
19L06S,2002-06-01,0
19L06S,2003-01-01,13.4
19L06S,2003-02-01,14.4
19L06S,2003-03-01,16.4
19L06S,2003-04-01,15.9
19L06S,2003-05-01,14
19L06S,2003-06-01,0
19L06S,2004-01-01,8.9
19L06S,2004-02-01,10.9
19L06S,2004-03-01,16.3
19L06S,2004-04-01,14.6
19L06S,2004-05-01,0.1
19L06S,2004-06-01,0
19L06S,2005-01-01,10.4
19L06S,2005-02-01,18.4
19L06S,2005-03-01,22.4
19L06S,2005-04-01,28.7
19L06S,2005-05-01,25
19L06S,2005-06-01,0
19L06S,2006-01-01,9.1
19L06S,2006-02-01,15.1
19L06S,2006-03-01,15.1
19L06S,2006-04-01,19.9
19L06S,2006-05-01,16.1
19L06S,2006-06-01,0
19L06S,2007-01-01,3.4
19L06S,2007-02-01,4.8
19L06S,2007-03-01,11
19L06S,2007-04-01,9.8
19L06S,2007-05-01,0
19L06S,2007-06-01,0
19L06S,2008-01-01,2.9
19L06S,2008-02-01,13.3
19L06S,2008-03-01,19.5
19L06S,2008-04-01,19.6
19L06S,2008-05-01,10.8
19L06S,2008-06-01,0
19L06S,2009-01-01,5.5
19L06S,2009-02-01,8.3
19L06S,2009-03-01,13.2
19L06S,2009-04-01,18
19L06S,2009-05-01,9.7
19L06S,2009-06-01,0
19L06S,2010-01-01,6.6
19L06S,2010-02-01,12.2
19L06S,2010-03-01,16.9
19L06S,2010-04-01,19.5
19L06S,2010-05-01,20.8
19L06S,2010-06-01,0.7
19L06S,2011-01-01,15
19L06S,2011-02-01,15.2
19L06S,2011-03-01,19.9
19L06S,2011-04-01,29.5
19L06S,2011-05-01,22.5
19L06S,2011-06-01,0.6
19L06S,2012-01-01,0.2
19L06S,2012-02-01,4.9
19L06S,2012-03-01,6.1
19L06S,2012-04-01,9.5
19L06S,2012-05-01,0
19L06S,2012-06-01,0
19L06S,2013-01-01,9.6
19L06S,2013-02-01,10.3
19L06S,2013-03-01,10.8
19L06S,2013-04-01,8.9
19L06S,2013-05-01,0
19L06S,2013-06-01,0
19L06S,2014-01-01,1.6
19L06S,2014-02-01,4.4
19L06S,2014-03-01,8.1
19L06S,2014-04-01,8.7
19L06S,2014-05-01,0
19L06S,2014-06-01,0
19L07,1932-03-29,33.1
19L07,1933-03-31,18.6
19L07,1935-04-12,29.5
19L07,1937-04-08,33.2
19L07,1938-04-21,33.8
19L07,1939-03-31,14.7
19L07,1940-04-04,28.4
19L07,1941-03-28,29.8
19L07,1942-03-29,25.7
19L07,1943-03-27,29.2
19L07,1944-03-29,20.2
19L07,1945-04-02,28.4
19L07,1946-04-04,27.6
19L07,1947-03-31,17.9
19L07,1948-03-26,14.1
19L07,1949-04-05,27
19L07,1950-03-30,25.2
19L07,1951-03-26,12.6
19L07,1952-04-01,45.6
19L07,1953-02-26,19.1
19L07,1953-03-25,20.9
19L07,1954-01-29,7.9
19L07,1954-02-23,14.5
19L07,1954-03-30,22
19L07,1954-05-03,10.2
19L07,1955-01-25,14.6
19L07,1955-02-28,18.2
19L07,1955-04-04,16.7
19L07,1955-05-01,20.7
19L07,1956-02-02,35.9
19L07,1956-02-22,37.3
19L07,1956-03-29,37.3
19L07,1956-04-30,31.3
19L07,1957-01-28,8.8
19L07,1957-02-25,13.6
19L07,1957-03-28,16.7
19L07,1957-04-29,14.2
19L07,1958-01-31,14.2
19L07,1958-03-04,25.2
19L07,1958-03-27,33.1
19L07,1958-04-25,38
19L07,1959-01-26,7.8
19L07,1959-02-24,18
19L07,1959-03-27,16
19L07,1959-05-02,0
19L07,1960-01-26,5.9
19L07,1960-03-01,14.9
19L07,1960-03-29,17.3
19L07,1960-04-29,7.1
19L07,1961-01-30,9.5
19L07,1961-02-24,10.8
19L07,1961-03-27,15.2
19L07,1961-05-02,4
19L07,1961-12-29,8.4
19L07,1962-01-29,10.4
19L07,1962-02-23,25.3
19L07,1962-03-21,33.4
19L07,1962-04-27,21.2
19L07,1962-12-27,4.6
19L07,1963-01-28,1.9
19L07,1963-02-25,13.2
19L07,1963-03-26,14.8
19L07,1963-04-30,25.2
19L07,1963-12-28,1.9
19L07,1964-01-27,11.7
19L07,1964-02-24,12.4
19L07,1964-03-26,15
19L07,1964-05-01,6.7
19L07,1964-12-27,5.6
19L07,1965-01-28,28.1
19L07,1965-02-24,27.9
19L07,1965-03-25,27.2
19L07,1965-04-28,26.4
19L07,1965-12-28,15
19L07,1966-01-24,18.3
19L07,1966-02-24,21
19L07,1966-03-24,20.6
19L07,1966-04-29,6.4
19L07,1966-12-28,14
19L07,1967-01-31,26.6
19L07,1967-02-24,25.8
19L07,1967-03-23,32.4
19L07,1967-04-25,42.6
19L07,1967-12-27,13.9
19L07,1968-01-26,8.1
19L07,1968-02-23,15.4
19L07,1968-03-22,17.8
19L07,1968-04-25,10.2
19L07,1968-12-27,7.5
19L07,1969-01-28,35.4
19L07,1969-02-28,48.8
19L07,1969-03-25,51.4
19L07,1969-04-29,44.8
19L07,1969-12-27,11.4
19L07,1970-01-27,16.4
19L07,1970-03-03,20.5
19L07,1970-03-24,19.6
19L07,1970-04-28,18.1
19L07,1970-12-30,5.3
19L07,1971-01-26,22.2
19L07,1971-02-25,21.5
19L07,1971-03-26,25
19L07,1971-04-29,19.5
19L07,1971-12-28,19.2
19L07,1972-01-26,20.5
19L07,1972-02-24,21.9
19L07,1972-03-27,17.6
19L07,1972-04-25,16.3
19L07,1972-12-28,19.8
19L07,1973-01-30,19.1
19L07,1973-02-27,26.4
19L07,1973-03-27,32
19L07,1973-04-26,26.2
19L07,1973-12-28,8.7
19L07,1974-01-28,20.5
19L07,1974-03-04,26
19L07,1974-03-31,28.5
19L07,1974-04-29,26.4
19L07,1974-12-26,13.3
19L07,1975-01-02,6.7
19L07,1975-01-29,11.4
19L07,1975-02-23,24.6
19L07,1975-03-30,30.6
19L07,1975-04-29,36
19L07,1975-06-02,14.1
19L07,1976-01-23,2.7
19L07,1976-02-27,4.8
19L07,1976-03-25,6.7
19L07,1976-05-01,0
19L07,1976-12-29,1.6
19L07,1977-01-26,3.2
19L07,1977-02-26,5.3
19L07,1977-03-29,6.8
19L07,1977-04-26,0
19L07,1977-12-27,0
19L07,1978-01-24,24.6
19L07,1978-02-24,33.4
19L07,1978-03-28,36.3
19L07,1978-04-26,39.5
19L07,1978-06-06,4
19L07,1978-12-29,13.2
19L07,1979-01-26,12.3
19L07,1979-02-27,24.1
19L07,1979-03-29,27.2
19L07,1979-04-25,24.8
19L07,1979-12-27,5.9
19L07,1980-01-30,18.7
19L07,1980-02-26,33.4
19L07,1980-03-26,40.2
19L07,1980-04-25,34
19L07,1980-12-27,7.7
19L07,1981-02-02,11.2
19L07,1981-02-27,12.2
19L07,1981-03-30,17.8
19L07,1981-04-28,7.4
19L07,1981-12-29,3.8
19L07,1982-01-29,26.7
19L07,1982-02-23,27.7
19L07,1982-04-08,41.7
19L07,1982-04-27,37.3
19L07,1983-01-01,19.6
19L07,1983-01-25,26.7
19L07,1983-03-04,44.3
19L07,1983-04-01,51.6
19L07,1983-04-26,48.2
19L07,1984-01-25,22.8
19L07,1984-02-28,28.3
19L07,1984-03-27,26.9
19L07,1984-05-01,23
19L07,1984-12-14,15.7
19L07,1985-01-01,16.6
19L07,1985-01-29,12.8
19L07,1985-02-25,15
19L07,1985-04-01,21.5
19L07,1985-04-29,5.9
19L07,1986-01-27,13
19L07,1986-01-27,13
19L07,1986-02-25,37.2
19L07,1986-03-25,42.2
19L07,1986-04-05,36.7
19L07,1987-01-01,2.1
19L07,1987-01-29,4.9
19L07,1987-02-26,11.2
19L07,1987-03-30,13.6
19L07,1988-01-01,6.2
19L07,1988-01-26,12.1
19L07,1988-02-23,11.1
19L07,1988-03-31,8.5
19L07,1988-09-01,6.5
19L07,1989-01-30,16.4
19L07,1989-02-27,16.4
19L07,1989-04-04,21.5
19L07,1990-02-02,7.3
19L07,1990-03-30,12.8
19L07,1991-03-28,18.2
19L07,1992-04-02,13.2
19L07,1992-04-30,0
19L07,1993-03-30,37.3
19L07,1994-01-26,5.6
19L07,1994-02-24,14.1
19L07,1994-03-31,13.2
19L07,1994-04-28,3.3
19L07,1995-01-31,24.8
19L07,1995-02-23,30.2
19L07,1995-04-25,44.1
19L07,1996-03-26,27.9
19L07,1997-03-29,29.2
19L07,1998-03-30,34.1
19L07,1999-03-29,26
19L07,2000-03-29,25.2
19L07,2001-03-28,15.7
19L07,2002-01-31,17
19L07,2002-03-27,22.8
19L07,2002-05-01,9.2
19L07,2003-01-27,18.6
19L07,2003-02-26,21
19L07,2003-03-28,22.2
19L07,2003-04-30,23.2
19L07,2004-01-29,17.3
19L07,2004-03-24,21.2
19L07,2005-02-02,28.1
19L07,2005-02-24,31.8
19L07,2005-03-31,38.3
19L07,2005-04-26,35.3
19L07,2006-01-31,27.1
19L07,2006-02-24,27.6
19L07,2007-01-29,5.3
19L07,2007-03-02,14.3
19L07,2007-03-28,11.6
19L07,2008-02-01,20.4
19L07,2008-02-26,27.4
19L07,2008-04-01,25.3
19L07,2008-04-29,11.9
19L07,2009-01-27,9.5
19L07,2009-02-27,17.7
19L07,2009-03-25,24.6
19L07,2009-04-29,13.9
19L07,2010-01-29,16.7
19L07,2010-02-23,18.3
19L07,2010-04-06,23
19L07,2010-04-26,25.3
19L07,2011-01-26,21.4
19L07,2011-02-22,23.9
19L07,2011-03-29,40.9
19L07,2011-04-28,34.2
19L07,2012-01-26,5.1
19L07,2012-03-02,7.9
19L07,2012-03-29,9.4
19L07,2012-05-01,3.5
19L07,2013-01-28,18.7
19L07,2013-01-28,18.7
19L07,2013-02-26,19
19L07,2013-03-26,16.7
19L07,2014-02-24,9
19L07,2014-03-30,11.3
19L07S,1979-01-01,5.6
19L07S,1979-02-01,12.3
19L07S,1979-03-01,21.2
19L07S,1979-04-01,27
19L07S,1979-05-01,23.8
19L07S,1979-06-01,1
19L07S,1980-01-01,7.8
19L07S,1980-02-01,17.6
19L07S,1980-03-01,30.3
19L07S,1980-04-01,35.9
19L07S,1980-05-01,31.6
19L07S,1980-06-01,18.2
19L07S,1981-01-01,2.7
19L07S,1981-02-01,8.8
19L07S,1981-03-01,10.7
19L07S,1981-04-01,15.5
19L07S,1981-05-01,9.6
19L07S,1981-06-01,0
19L07S,1982-01-01,14.6
19L07S,1982-02-01,27.9
19L07S,1982-03-01,32.8
19L07S,1982-04-01,48
19L07S,1982-05-01,43
19L07S,1982-06-01,5
19L07S,1983-01-01,19.6
19L07S,1983-02-01,28.9
19L07S,1983-03-01,42.1
19L07S,1983-04-01,49.9
19L07S,1983-05-01,53.4
19L07S,1983-06-01,32
19L07S,1984-01-01,21.3
19L07S,1984-02-01,24.1
19L07S,1984-03-01,29.4
19L07S,1984-04-01,31.7
19L07S,1984-05-01,31
19L07S,1984-06-01,0
19L07S,1985-01-01,15.6
19L07S,1985-02-01,16.8
19L07S,1985-03-01,19.5
19L07S,1985-04-01,27.1
19L07S,1985-05-01,13.9
19L07S,1985-06-01,0
19L07S,1986-01-01,11.4
19L07S,1986-02-01,14.2
19L07S,1986-03-01,36
19L07S,1986-04-01,41.9
19L07S,1986-05-01,36
19L07S,1986-06-01,3
19L07S,1987-01-01,1.6
19L07S,1987-02-01,6.3
19L07S,1987-03-01,11.7
19L07S,1987-04-01,13.1
19L07S,1987-05-01,5.4
19L07S,1987-06-01,0
19L07S,1988-01-01,6.2
19L07S,1988-02-01,12.2
19L07S,1988-03-01,12.8
19L07S,1988-04-01,11.6
19L07S,1988-05-01,9.9
19L07S,1988-06-01,0
19L07S,1989-01-01,10.8
19L07S,1989-02-01,12.9
19L07S,1989-03-01,17.8
19L07S,1989-04-01,24.4
19L07S,1989-05-01,17.7
19L07S,1989-06-01,1.3
19L07S,1990-01-01,3.4
19L07S,1990-02-01,6.9
19L07S,1990-03-01,13.3
19L07S,1990-04-01,12.8
19L07S,1990-05-01,8.1
19L07S,1990-06-01,0.4
19L07S,1991-01-01,2.2
19L07S,1991-02-01,2.4
19L07S,1991-03-01,3.9
19L07S,1991-04-01,16.3
19L07S,1991-05-01,15.1
19L07S,1991-06-01,1.4
19L07S,1992-01-01,7.9
19L07S,1992-02-01,8.4
19L07S,1992-03-01,13.7
19L07S,1992-04-01,14.6
19L07S,1992-05-01,2.3
19L07S,1992-06-01,0
19L07S,1993-01-01,11.6
19L07S,1993-02-01,23.1
19L07S,1993-03-01,31.2
19L07S,1993-04-01,35.8
19L07S,1993-05-01,33.5
19L07S,1993-06-01,3.7
19L07S,1994-01-01,4
19L07S,1994-02-01,6.2
19L07S,1994-03-01,13
19L07S,1994-04-01,14
19L07S,1994-05-01,9.9
19L07S,1994-06-01,0
19L07S,1995-01-01,9.2
19L07S,1995-02-01,25.2
19L07S,1995-03-01,26.3
19L07S,1995-04-01,44.8
19L07S,1995-05-01,44.4
19L07S,1995-06-01,44.5
19L07S,1996-01-01,4.8
19L07S,1996-02-01,14.1
19L07S,1996-03-01,20.8
19L07S,1996-04-01,27.9
19L07S,1996-05-01,23.3
19L07S,1996-06-01,3.7
19L07S,1997-01-01,20.4
19L07S,1997-02-01,34
19L07S,1997-03-01,35.6
19L07S,1997-04-01,37.2
19L07S,1997-05-01,29.5
19L07S,1997-06-01,0
19L07S,1998-01-01,5.5
19L07S,1998-02-01,13.9
19L07S,1998-03-01,28.8
19L07S,1998-04-01,35
19L07S,1998-05-01,33.3
19L07S,1998-06-01,23.3
19L07S,1999-01-01,7.2
19L07S,1999-02-01,15.5
19L07S,1999-03-01,25.6
19L07S,1999-04-01,29.2
19L07S,1999-05-01,31.9
19L07S,1999-06-01,3
19L07S,2000-01-01,1.3
19L07S,2000-02-01,9.8
19L07S,2000-03-01,19.8
19L07S,2000-04-01,21.5
19L07S,2000-05-01,17.6
19L07S,2000-06-01,0
19L07S,2001-01-01,3.2
19L07S,2001-02-01,6.8
19L07S,2001-03-01,13
19L07S,2001-04-01,15.5
19L07S,2001-05-01,16.1
19L07S,2001-06-01,0
